date,stock,numberOfShares,action
2011-12-27,BBWI,176.0,buy
2011-12-27,PXD,43.0,buy
2011-12-27,TPR,79.0,buy
2011-12-27,ANTM,62.0,sell
2011-12-27,ETN,108.0,sell
2011-12-27,RE,52.0,sell
2011-12-27,EXC,123.0,sell
2011-12-27,LVS,125.0,sell
2011-12-27,PPG,102.0,sell
2011-12-27,QCOM,88.0,sell
2011-12-28,DISCA,176.0,buy
2011-12-28,BBWI,176.0,sell
2011-12-28,TPR,79.0,sell
2011-12-29,NDAQ,175.0,buy
2011-12-29,NSC,63.0,buy
2011-12-30,STX,363.0,buy
2011-12-30,NDAQ,175.0,sell
2011-12-30,NSC,63.0,sell
2012-01-03,CAT,51.0,buy
2012-01-03,MCK,50.0,buy
2012-01-03,MTD,24.0,buy
2012-01-03,PH,55.0,buy
2012-01-03,STX,363.0,sell
2012-01-04,CTRA,202.0,buy
2012-01-04,NEM,72.0,buy
2012-01-04,TYL,120.0,buy
2012-01-04,VFC,144.0,buy
2012-01-04,CAT,51.0,sell
2012-01-04,MCK,50.0,sell
2012-01-04,PH,55.0,sell
2012-01-05,UAA,400.0,buy
2012-01-05,CPB,149.0,sell
2012-01-05,FE,0.0,sell
2012-01-05,TYL,120.0,sell
2012-01-05,VFC,144.0,sell
2012-01-06,CTRA,202.0,sell
2012-01-10,SNPS,133.0,buy
2012-01-10,MDLZ,0.0,sell
2012-01-10,PXD,43.0,sell
2012-01-11,TSLA,651.0,buy
2012-01-11,TSCO,113.0,buy
2012-01-11,AZO,12.0,sell
2012-01-12,BBWI,180.0,buy
2012-01-12,FTNT,175.0,buy
2012-01-12,TSCO,113.0,sell
2012-01-13,BBWI,180.0,sell
2012-01-13,TSLA,651.0,sell
2012-01-18,ANSS,62.0,buy
2012-01-18,CDNS,355.0,buy
2012-01-18,GPS,256.0,buy
2012-01-18,ZBRA,100.0,buy
2012-01-18,DISCA,176.0,sell
2012-01-18,EBAY,289.0,sell
2012-01-18,ULTA,63.0,sell
2012-01-18,WAB,0.0,sell
2012-01-19,CBOE,161.0,buy
2012-01-19,ADI,131.0,sell
2012-01-19,GPS,256.0,sell
2012-01-20,ABMD,201.0,buy
2012-01-20,IBM,29.0,buy
2012-01-20,CBOE,161.0,sell
2012-01-23,COST,60.0,buy
2012-01-23,IBM,29.0,sell
2012-01-24,COST,60.0,sell
2012-01-24,NEM,72.0,sell
2012-01-25,ATO,150.0,buy
2012-01-25,WELL,0.0,sell
2012-01-26,CL,102.0,buy
2012-01-26,FE,136.0,buy
2012-01-26,MCK,51.0,buy
2012-01-26,ATO,150.0,sell
2012-01-27,NEM,74.0,buy
2012-01-27,ABMD,201.0,sell
2012-01-27,CL,102.0,sell
2012-01-27,FE,136.0,sell
2012-01-27,MCK,51.0,sell
2012-01-27,MTD,24.0,sell
2012-01-30,NEM,74.0,sell
2012-01-31,ATVI,331.0,buy
2012-01-31,AIZ,116.0,buy
2012-01-31,UAA,400.0,sell
2012-02-01,ABMD,197.0,buy
2012-02-01,PPL,238.0,buy
2012-02-01,ATVI,331.0,sell
2012-02-01,AIZ,116.0,sell
2012-02-01,FTNT,175.0,sell
2012-02-02,DPZ,136.0,buy
2012-02-02,ICE,175.0,buy
2012-02-02,PPL,238.0,sell
2012-02-02,PEG,0.0,sell
2012-02-03,PM,77.0,buy
2012-02-03,CDNS,355.0,sell
2012-02-03,DPZ,136.0,sell
2012-02-03,ESS,23.0,sell
2012-02-03,ICE,175.0,sell
2012-02-03,REGN,62.0,sell
2012-02-06,GOOGL,12.0,buy
2012-02-06,GOOG,12.0,buy
2012-02-06,COP,99.0,buy
2012-02-06,TSN,236.0,buy
2012-02-06,PM,77.0,sell
2012-02-07,MO,227.0,buy
2012-02-07,ED,96.0,buy
2012-02-07,D,114.0,buy
2012-02-07,PPL,247.0,buy
2012-02-07,COP,99.0,sell
2012-02-08,MO,227.0,sell
2012-02-08,ED,96.0,sell
2012-02-08,D,114.0,sell
2012-02-08,PPL,247.0,sell
2012-02-13,PG,81.0,buy
2012-02-13,VZ,157.0,buy
2012-02-13,ABMD,197.0,sell
2012-02-14,AEP,140.0,buy
2012-02-14,D,115.0,buy
2012-02-14,DLTR,107.0,sell
2012-02-14,PG,81.0,sell
2012-02-14,SNPS,133.0,sell
2012-02-14,VZ,157.0,sell
2012-02-15,PBCT,488.0,buy
2012-02-15,AEP,140.0,sell
2012-02-15,D,115.0,sell
2012-02-16,BMY,164.0,buy
2012-02-16,DPZ,141.0,buy
2012-02-16,PBCT,488.0,sell
2012-02-17,AEE,176.0,buy
2012-02-17,CI,90.0,buy
2012-02-17,HUM,48.0,buy
2012-02-17,KR,394.0,buy
2012-02-17,BMY,164.0,sell
2012-02-17,DPZ,141.0,sell
2012-02-21,HRL,327.0,buy
2012-02-21,NEM,78.0,buy
2012-02-21,OKE,188.0,buy
2012-02-21,AEE,176.0,sell
2012-02-21,HUM,48.0,sell
2012-02-21,KR,394.0,sell
2012-02-22,INTU,0.0,sell
2012-02-22,MA,111.0,sell
2012-02-22,NEM,78.0,sell
2012-02-22,OKE,188.0,sell
2012-02-23,ATO,161.0,buy
2012-02-23,LEG,255.0,buy
2012-02-23,HSY,81.0,buy
2012-02-24,ED,99.0,buy
2012-02-24,IRM,283.0,buy
2012-02-24,KMB,80.0,buy
2012-02-24,XEL,208.0,buy
2012-02-24,ATO,161.0,sell
2012-02-24,LEG,255.0,sell
2012-02-24,MNST,271.0,sell
2012-02-24,HSY,81.0,sell
2012-02-27,EL,77.0,buy
2012-02-27,KSU,65.0,buy
2012-02-27,NLSN,179.0,buy
2012-02-27,PBCT,497.0,buy
2012-02-27,STT,121.0,buy
2012-02-27,ED,99.0,sell
2012-02-27,IRM,283.0,sell
2012-02-28,KR,403.0,buy
2012-02-28,DGX,83.0,buy
2012-02-28,EL,77.0,sell
2012-02-28,KSU,65.0,sell
2012-02-28,NLSN,179.0,sell
2012-02-28,PBCT,497.0,sell
2012-02-28,STT,121.0,sell
2012-02-29,CPRT,324.0,buy
2012-02-29,HSY,83.0,buy
2012-02-29,DGX,83.0,sell
2012-02-29,SRE,0.0,sell
2012-03-01,ADP,105.0,buy
2012-03-01,HSY,83.0,sell
2012-03-02,MKC,189.0,buy
2012-03-02,ADP,105.0,sell
2012-03-05,DUK,97.0,buy
2012-03-05,MKC,189.0,sell
2012-03-06,GIS,146.0,buy
2012-03-06,SO,140.0,buy
2012-03-06,SYY,180.0,buy
2012-03-06,DUK,97.0,sell
2012-03-07,ESS,37.0,buy
2012-03-07,SO,140.0,sell
2012-03-08,CMS,253.0,buy
2012-03-08,EVRG,206.0,buy
2012-03-08,ROL,764.0,buy
2012-03-08,WMT,84.0,buy
2012-03-08,ESS,37.0,sell
2012-03-09,AEP,151.0,buy
2012-03-09,CAH,125.0,buy
2012-03-09,KLAC,130.0,buy
2012-03-09,NVR,5.0,buy
2012-03-09,RHI,165.0,buy
2012-03-09,CMS,253.0,sell
2012-03-09,EVRG,206.0,sell
2012-03-09,ROL,764.0,sell
2012-03-09,WMT,84.0,sell
2012-03-12,BDX,61.0,buy
2012-03-12,CLX,77.0,buy
2012-03-12,GNRC,236.0,buy
2012-03-12,MAS,436.0,buy
2012-03-12,PNW,121.0,buy
2012-03-12,AEP,151.0,sell
2012-03-12,CAH,125.0,sell
2012-03-12,KLAC,130.0,sell
2012-03-12,RHI,165.0,sell
2012-03-13,ATVI,366.0,buy
2012-03-13,ALK,256.0,buy
2012-03-13,EMR,104.0,buy
2012-03-13,FDX,47.0,buy
2012-03-13,GPC,12.0,buy
2012-03-13,PEAK,1.0,buy
2012-03-13,JKHY,0.0,buy
2012-03-13,MRK,0.0,buy
2012-03-13,MHK,0.0,buy
2012-03-13,PBCT,0.0,buy
2012-03-13,TRV,0.0,buy
2012-03-13,VTR,0.0,buy
2012-03-13,CLX,77.0,sell
2012-03-13,PNW,121.0,sell
2012-03-13,PVH,0.0,sell
2012-03-14,FRC,139.0,buy
2012-03-14,HST,354.0,buy
2012-03-14,LH,0.0,buy
2012-03-14,MDT,1.0,buy
2012-03-14,TFX,0.0,buy
2012-03-14,HSY,0.0,buy
2012-03-14,WELL,0.0,buy
2012-03-14,ATVI,366.0,sell
2012-03-14,ALK,256.0,sell
2012-03-14,EMR,104.0,sell
2012-03-14,FDX,47.0,sell
2012-03-14,GPC,12.0,sell
2012-03-14,PEAK,1.0,sell
2012-03-14,JKHY,0.0,sell
2012-03-14,MRK,0.0,sell
2012-03-14,PBCT,0.0,sell
2012-03-14,TRV,0.0,sell
2012-03-14,VTR,0.0,sell
2012-03-15,BA,65.0,buy
2012-03-15,CSX,662.0,buy
2012-03-15,GILD,212.0,buy
2012-03-15,HUM,50.0,buy
2012-03-15,NUE,17.0,buy
2012-03-15,PSA,0.0,buy
2012-03-15,UNP,0.0,buy
2012-03-15,VNO,0.0,buy
2012-03-15,MAS,436.0,sell
2012-03-16,AFL,220.0,buy
2012-03-16,DE,7.0,buy
2012-03-16,BA,65.0,sell
2012-03-16,BKNG,7.0,sell
2012-03-16,CMG,11.0,sell
2012-03-16,CSX,662.0,sell
2012-03-16,GILD,212.0,sell
2012-03-16,PSA,0.0,sell
2012-03-16,UNP,0.0,sell
2012-03-16,VNO,0.0,sell
2012-03-19,CE,104.0,buy
2012-03-19,UAL,200.0,buy
2012-03-19,DE,7.0,sell
2012-03-20,AAL,570.0,buy
2012-03-20,ECL,75.0,buy
2012-03-20,LKQ,261.0,buy
2012-03-21,DAL,151.0,buy
2012-03-21,TAP,0.0,buy
2012-03-21,ECL,75.0,sell
2012-03-22,CE,104.0,sell
2012-03-22,DAL,151.0,sell
2012-03-22,GNRC,236.0,sell
2012-03-22,LKQ,261.0,sell
2012-03-22,TAP,0.0,sell
2012-03-23,CAH,127.0,buy
2012-03-23,PNW,125.0,buy
2012-03-26,ETR,92.0,buy
2012-03-26,EVRG,207.0,buy
2012-03-26,GNRC,38.0,buy
2012-03-26,IDXX,0.0,buy
2012-03-26,LKQ,0.0,buy
2012-03-26,CAH,127.0,sell
2012-03-26,PNW,125.0,sell
2012-03-26,ZBRA,100.0,sell
2012-03-27,CNC,353.0,buy
2012-03-27,ETR,92.0,sell
2012-03-27,EVRG,207.0,sell
2012-03-27,GNRC,38.0,sell
2012-03-28,SO,144.0,buy
2012-03-29,MCD,55.0,buy
2012-03-30,CE,106.0,buy
2012-03-30,ED,103.0,buy
2012-03-30,PXD,6.0,buy
2012-03-30,PPL,5.0,buy
2012-03-30,MCD,55.0,sell
2012-04-02,BA,66.0,buy
2012-04-02,DOV,0.0,buy
2012-04-02,DUK,0.0,buy
